Iter,GalaPoints,GalaRank,GF_Result,GL_Result,GalaLostFrankfurt,GalaWonFrankfurt
3473,12,14,W,L,0,1
3474,10,20,W,L,0,1
3475,6,33,W,D,0,1
3476,10,19,L,L,1,0
3477,11,19,W,L,0,1
3478,13,12,W,W,0,1
3479,14,10,W,D,0,1
3480,7,30,L,W,1,0
3481,11,17,L,W,1,0
3482,13,12,L,W,1,0
3483,11,16,L,D,1,0
3484,12,16,W,L,0,1
3485,6,31,D,L,0,0
3486,8,27,L,L,1,0
3487,14,11,W,D,0,1
3488,8,31,D,W,0,0
3489,10,19,L,W,1,0
3490,12,16,D,D,0,0
3491,16,3,L,L,1,0
3492,11,16,D,L,0,0
3493,12,14,W,D,0,1
3494,19,3,D,W,0,0
3495,11,18,L,L,1,0
3496,5,33,D,L,0,0
3497,8,25,L,L,1,0
3498,14,8,W,L,0,1
3499,7,28,L,L,1,0
3500,10,21,D,L,0,0
3501,10,20,W,L,0,1
3502,15,8,D,W,0,0
3503,5,32,L,L,1,0
3504,16,7,W,L,0,1
3505,8,29,L,D,1,0
3506,13,12,W,D,0,1
3507,7,31,L,L,1,0
3508,7,30,L,L,1,0
3509,8,29,D,D,0,0
3510,8,29,D,L,0,0
3511,12,14,L,W,1,0
3512,11,18,L,L,1,0
3513,6,30,L,L,1,0
3514,5,33,L,L,1,0
3515,7,30,W,L,0,1
3516,3,35,D,L,0,0
3517,8,28,W,L,0,1
3518,19,3,W,D,0,1
3519,8,28,W,D,0,1
3520,10,22,L,W,1,0
3521,3,35,D,D,0,0
3522,9,25,L,D,1,0
3523,12,15,D,W,0,0
3524,14,8,W,D,0,1
3525,12,15,W,D,0,1
3526,13,11,W,D,0,1
3527,13,14,L,L,1,0
3528,11,18,W,L,0,1
3529,13,10,D,W,0,0
3530,8,26,W,L,0,1
3531,11,19,L,W,1,0
3532,8,26,L,L,1,0
3533,9,24,D,L,0,0
3534,5,31,L,L,1,0
3535,6,29,W,D,0,1
3536,10,20,L,W,1,0
3537,5,33,D,L,0,0
3538,18,4,W,W,0,1
3539,7,31,W,L,0,1
3540,10,22,W,D,0,1
3541,7,28,L,W,1,0
3542,13,11,W,W,0,1
3543,11,19,L,W,1,0
3544,6,30,L,L,1,0
3545,13,12,D,L,0,0
3546,13,14,L,W,1,0
3547,10,23,D,W,0,0
3548,8,26,L,D,1,0
3549,4,34,D,L,0,0
3550,9,25,L,L,1,0
3551,8,27,L,W,1,0
3552,7,27,W,W,0,1
3553,10,17,L,L,1,0
3554,8,28,D,W,0,0
3555,10,22,D,L,0,0
3556,15,7,W,L,0,1
3557,13,12,W,W,0,1
3558,8,27,D,L,0,0
3559,11,18,L,D,1,0
3560,8,27,L,L,1,0
3561,13,12,L,W,1,0
3562,10,20,W,L,0,1
3563,8,27,W,D,0,1
3564,8,28,L,L,1,0
3565,4,34,L,L,1,0
3566,11,20,W,L,0,1
3567,6,31,L,W,1,0
3568,15,9,W,L,0,1
3569,7,29,L,L,1,0
3570,9,25,L,L,1,0
3571,7,29,W,L,0,1
3572,9,25,L,W,1,0
3573,12,19,W,L,0,1
3574,3,36,D,D,0,0
3575,6,32,D,D,0,0
3576,13,12,L,D,1,0
3577,8,27,L,D,1,0
3578,7,33,L,D,1,0
3579,13,12,W,W,0,1
3580,12,13,L,D,1,0
3581,6,34,L,W,1,0
3582,10,21,W,L,0,1
3583,15,4,D,W,0,0
3584,4,35,L,L,1,0
3585,10,21,D,D,0,0
3586,10,20,L,W,1,0
3587,13,12,D,D,0,0
3588,5,34,L,D,1,0
3589,5,34,L,D,1,0
3590,13,11,L,W,1,0
3591,11,15,L,L,1,0
3592,17,2,W,D,0,1
3593,8,30,L,L,1,0
3594,7,28,L,D,1,0
3595,2,36,L,L,1,0
3596,6,31,L,L,1,0
3597,11,20,D,W,0,0
3598,6,32,L,D,1,0
3599,8,25,L,D,1,0
3600,10,20,W,L,0,1
3601,12,15,W,L,0,1
3602,6,32,L,L,1,0
3603,13,12,L,D,1,0
3604,17,1,D,W,0,0
3605,7,28,L,L,1,0
3606,13,17,D,W,0,0
3607,12,18,D,D,0,0
3608,16,7,W,L,0,1
3609,12,10,W,W,0,1
3610,15,8,D,L,0,0
3611,12,14,L,L,1,0
3612,5,31,L,D,1,0
3613,8,25,D,L,0,0
3614,7,26,D,L,0,0
3615,3,35,L,D,1,0
3616,10,24,L,W,1,0
3617,8,25,D,D,0,0
3618,13,13,L,L,1,0
3619,6,35,W,L,0,1
3620,16,4,L,L,1,0
3621,10,20,L,D,1,0
3622,8,27,L,L,1,0
3623,10,23,L,L,1,0
3624,12,14,L,L,1,0
3625,10,21,L,W,1,0
3626,10,19,L,L,1,0
3627,11,21,L,L,1,0
3628,9,25,L,L,1,0
3629,13,13,W,D,0,1
3630,13,8,L,L,1,0
3631,10,19,L,W,1,0
3632,6,34,L,D,1,0
3633,9,25,D,L,0,0
3634,10,24,D,L,0,0
3635,12,11,W,W,0,1
3636,13,15,L,D,1,0
3637,6,32,L,L,1,0
3638,8,26,L,L,1,0
3639,9,24,D,L,0,0
3640,8,26,L,L,1,0
3641,8,26,D,L,0,0
3642,16,3,L,W,1,0
3643,7,29,L,L,1,0
3644,6,32,L,L,1,0
3645,9,24,L,L,1,0
3646,6,32,L,L,1,0
3647,8,23,L,D,1,0
3648,12,16,L,L,1,0
3649,6,33,L,D,1,0
3650,17,4,L,W,1,0
3651,14,8,D,L,0,0
3652,7,28,W,L,0,1
3653,9,24,D,L,0,0
3654,15,5,D,W,0,0
3655,16,5,W,D,0,1
3656,5,34,D,W,0,0
3657,6,32,W,L,0,1
3658,16,5,W,W,0,1
3659,9,22,L,L,1,0
3660,12,18,W,W,0,1
3661,10,20,D,D,0,0
3662,8,27,L,W,1,0
3663,6,30,D,L,0,0
3664,13,12,D,L,0,0
3665,7,29,L,L,1,0
3666,12,13,L,L,1,0
3667,9,24,D,L,0,0
3668,10,21,D,L,0,0
3669,12,16,D,D,0,0
3670,3,36,L,L,1,0
3671,8,27,W,L,0,1
3672,9,24,D,L,0,0
3673,7,31,D,W,0,0
3674,5,34,L,W,1,0
3675,8,28,L,L,1,0
3676,13,10,W,L,0,1
3677,5,32,L,L,1,0
3678,9,25,L,L,1,0
3679,15,8,D,D,0,0
3680,10,20,L,W,1,0
3681,8,26,L,L,1,0
3682,9,26,D,L,0,0
3683,13,15,D,W,0,0
3684,9,26,D,W,0,0
3685,13,9,W,L,0,1
3686,10,21,D,L,0,0
3687,8,30,L,W,1,0
3688,11,15,L,L,1,0
3689,6,28,L,L,1,0
3690,9,26,D,D,0,0
3691,10,20,L,W,1,0
3692,10,25,D,D,0,0
3693,2,36,D,L,0,0
3694,9,21,L,W,1,0
3695,10,17,L,L,1,0
3696,8,26,W,L,0,1
3697,17,3,L,D,1,0
3698,11,19,L,L,1,0
3699,11,18,D,L,0,0
3700,4,34,L,L,1,0
3701,13,13,L,L,1,0
3702,5,34,D,D,0,0
3703,10,22,L,L,1,0
3704,12,15,L,W,1,0
3705,17,5,D,W,0,0
3706,9,24,L,L,1,0
3707,12,18,W,D,0,1
3708,11,20,L,D,1,0
3709,7,30,D,W,0,0
3710,7,33,D,L,0,0
3711,8,27,L,D,1,0
3712,9,25,L,W,1,0
3713,6,32,D,L,0,0
3714,16,4,D,L,0,0
3715,11,16,L,D,1,0
3716,14,8,L,D,1,0
3717,5,33,D,L,0,0
3718,10,21,L,L,1,0
3719,7,31,L,L,1,0
3720,16,7,W,L,0,1
3721,11,19,L,W,1,0
3722,12,15,W,W,0,1
3723,10,21,L,W,1,0
3724,2,36,D,L,0,0
3725,8,27,L,W,1,0
3726,15,8,D,W,0,0
3727,7,31,L,L,1,0
3728,12,16,L,W,1,0
3729,5,34,L,W,1,0
3730,7,27,D,D,0,0
3731,8,29,L,L,1,0
3732,14,12,W,L,0,1
3733,9,23,D,D,0,0
3734,10,25,D,D,0,0
3735,16,6,L,L,1,0
3736,9,22,L,D,1,0
3737,12,14,D,L,0,0
3738,14,11,D,L,0,0
3739,10,21,L,L,1,0
3740,12,19,L,D,1,0
3741,8,25,W,D,0,1
3742,14,9,W,W,0,1
3743,11,15,W,L,0,1
3744,12,12,D,L,0,0
3745,11,17,L,W,1,0
3746,10,26,L,D,1,0
3747,16,5,L,W,1,0
3748,15,6,W,W,0,1
3749,7,29,D,W,0,0
3750,13,11,D,W,0,0
3751,4,33,L,L,1,0
3752,13,11,W,L,0,1
3753,15,10,W,D,0,1
3754,13,12,W,W,0,1
3755,7,27,W,L,0,1
3756,12,18,D,D,0,0
3757,7,30,D,L,0,0
3758,16,9,L,W,1,0
3759,5,33,L,L,1,0
3760,17,4,D,W,0,0
3761,11,18,D,L,0,0
3762,8,24,D,L,0,0
3763,12,17,D,D,0,0
3764,4,34,L,L,1,0
3765,5,33,L,L,1,0
3766,3,36,W,L,0,1
3767,13,11,W,L,0,1
3768,13,12,D,L,0,0
3769,4,35,D,L,0,0
3770,12,13,L,L,1,0
3771,15,7,L,L,1,0
3772,12,16,D,L,0,0
3773,4,34,D,L,0,0
3774,11,19,D,W,0,0
3775,17,7,D,W,0,0
3776,9,24,L,L,1,0
3777,14,7,W,L,0,1
3778,13,12,D,L,0,0
3779,8,30,L,L,1,0
3780,4,35,L,D,1,0
3781,13,14,D,L,0,0
3782,13,12,D,L,0,0
3783,17,5,W,W,0,1
3784,13,11,L,W,1,0
3785,11,15,L,W,1,0
3786,8,26,L,D,1,0
3787,16,5,L,L,1,0
3788,10,20,L,L,1,0
3789,9,25,L,L,1,0
3790,14,10,D,W,0,0
3791,11,20,L,L,1,0
3792,11,17,D,W,0,0
3793,9,27,D,D,0,0
3794,8,28,D,L,0,0
3795,13,15,D,L,0,0
3796,2,35,L,D,1,0
3797,7,31,D,L,0,0
3798,7,30,D,L,0,0
3799,11,18,L,D,1,0
3800,12,12,L,D,1,0
3801,6,33,L,L,1,0
3802,9,24,L,W,1,0
3803,12,17,W,L,0,1
3804,4,35,D,D,0,0
3805,10,19,W,D,0,1
3806,13,17,L,L,1,0
3807,15,7,W,D,0,1
3808,16,6,L,W,1,0
3809,8,29,D,D,0,0
3810,18,2,W,W,0,1
3811,11,16,D,L,0,0
3812,7,31,D,D,0,0
3813,8,29,W,L,0,1
3814,6,33,L,L,1,0
3815,9,26,D,D,0,0
3816,10,19,L,D,1,0
3817,7,29,W,L,0,1
3818,18,1,W,W,0,1
3819,17,4,D,W,0,0
3820,10,20,L,L,1,0
3821,13,11,L,L,1,0
3822,15,7,L,L,1,0
3823,10,19,L,W,1,0
3824,13,10,L,D,1,0
3825,13,15,W,W,0,1
3826,7,28,L,W,1,0
3827,8,29,L,D,1,0
3828,13,14,L,W,1,0
3829,11,19,D,D,0,0
3830,15,8,L,W,1,0
3831,16,7,W,L,0,1
3832,8,26,L,L,1,0
3833,5,33,L,L,1,0
3834,8,29,L,L,1,0
3835,2,34,L,L,1,0
3836,14,9,W,D,0,1
3837,9,25,D,W,0,0
3838,9,27,D,L,0,0
3839,10,23,D,L,0,0
3840,11,16,D,L,0,0
3841,14,10,W,W,0,1
3842,13,14,L,L,1,0
3843,11,20,L,D,1,0
3844,8,27,D,L,0,0
3845,9,26,L,D,1,0
3846,7,29,W,L,0,1
3847,8,29,L,D,1,0
3848,4,35,W,L,0,1
3849,13,11,D,W,0,0
3850,9,26,L,W,1,0
3851,9,25,W,L,0,1
3852,9,24,D,L,0,0
3853,13,13,L,L,1,0
3854,7,29,L,L,1,0
3855,9,26,D,L,0,0
3856,13,11,D,D,0,0
3857,9,23,W,L,0,1
3858,20,1,D,W,0,0
3859,3,35,L,L,1,0
3860,3,36,L,L,1,0
3861,12,14,D,W,0,0
3862,9,26,D,W,0,0
3863,7,32,D,D,0,0
3864,12,15,D,L,0,0
3865,9,23,D,D,0,0
3866,12,16,L,L,1,0
3867,12,16,L,W,1,0
3868,11,14,L,D,1,0
3869,9,22,W,L,0,1
3870,12,15,W,L,0,1
3871,8,28,D,W,0,0
3872,7,31,L,W,1,0
3873,14,9,W,L,0,1
3874,16,6,W,W,0,1
3875,7,32,L,L,1,0
3876,11,19,D,W,0,0
3877,14,10,W,D,0,1
3878,10,22,D,W,0,0
3879,8,28,W,L,0,1
3880,11,19,L,L,1,0
3881,3,35,D,L,0,0
3882,12,17,L,D,1,0
3883,6,30,L,L,1,0
3884,14,11,W,L,0,1
3885,1,36,L,L,1,0
3886,8,28,L,L,1,0
3887,11,16,L,W,1,0
3888,13,10,L,W,1,0
3889,8,27,W,L,0,1
3890,11,19,D,L,0,0
3891,5,34,L,L,1,0
3892,11,18,L,L,1,0
3893,10,24,L,D,1,0
3894,6,31,L,L,1,0
3895,7,29,L,L,1,0
3896,9,24,L,D,1,0
3897,5,33,D,L,0,0
3898,4,34,L,D,1,0
3899,5,32,L,L,1,0
3900,11,17,W,D,0,1
3901,10,29,W,L,0,1
3902,9,24,L,L,1,0
3903,7,26,D,L,0,0
3904,6,31,L,L,1,0
3905,6,33,L,D,1,0
3906,9,25,W,D,0,1
3907,13,12,L,L,1,0
3908,11,19,D,L,0,0
3909,16,6,W,L,0,1
3910,11,16,L,L,1,0
3911,11,19,L,L,1,0
3912,13,10,W,L,0,1
3913,17,4,W,W,0,1
3914,7,30,W,L,0,1
3915,8,24,L,L,1,0
3916,9,22,W,L,0,1
3917,8,25,L,W,1,0
3918,8,28,L,L,1,0
3919,8,26,D,L,0,0
3920,12,16,D,W,0,0
3921,7,30,W,L,0,1
3922,7,27,L,D,1,0
3923,8,27,W,L,0,1
3924,13,16,W,D,0,1
3925,5,29,L,L,1,0
3926,9,26,L,W,1,0
3927,12,13,D,D,0,0
3928,13,13,L,L,1,0
3929,6,30,L,L,1,0
3930,8,24,D,W,0,0
3931,7,30,W,L,0,1
3932,11,16,L,W,1,0
3933,10,24,L,D,1,0
3934,15,4,L,W,1,0
3935,12,18,D,D,0,0
3936,6,33,W,L,0,1
3937,11,19,D,L,0,0
3938,12,16,W,D,0,1
3939,6,33,L,L,1,0
3940,3,35,L,L,1,0
3941,11,18,W,L,0,1
3942,8,27,W,L,0,1
3943,9,23,W,L,0,1
3944,15,8,W,L,0,1
3945,4,34,D,L,0,0
3946,9,23,L,L,1,0
3947,10,23,L,L,1,0
3948,9,25,L,D,1,0
3949,8,30,L,L,1,0
3950,5,34,L,D,1,0
3951,9,22,W,L,0,1
3952,9,22,L,W,1,0
3953,4,35,L,L,1,0
3954,12,13,W,W,0,1
3955,4,35,L,L,1,0
3956,7,30,L,D,1,0
3957,7,31,L,W,1,0
3958,4,33,L,L,1,0
3959,6,31,D,L,0,0
3960,7,29,L,L,1,0
3961,8,29,D,L,0,0
3962,2,36,L,L,1,0
3963,8,27,D,L,0,0
3964,13,15,W,D,0,1
3965,12,15,L,W,1,0
3966,6,30,W,L,0,1
3967,10,22,L,D,1,0
3968,13,11,W,D,0,1
3969,5,32,L,L,1,0
3970,12,18,L,W,1,0
3971,14,8,D,W,0,0
3972,12,13,W,D,0,1
3973,11,20,L,W,1,0
3974,10,19,L,D,1,0
3975,13,13,L,D,1,0
3976,9,23,L,L,1,0
3977,13,14,D,W,0,0
3978,13,12,W,W,0,1
3979,6,33,L,L,1,0
3980,10,22,W,L,0,1
3981,13,11,L,L,1,0
3982,3,34,L,L,1,0
3983,5,34,L,L,1,0
3984,7,29,D,L,0,0
3985,14,10,W,W,0,1
3986,13,12,W,L,0,1
3987,9,20,W,L,0,1
3988,10,23,L,W,1,0
3989,4,34,L,L,1,0
3990,15,7,L,W,1,0
3991,10,21,L,W,1,0
3992,13,14,D,D,0,0
3993,3,36,D,D,0,0
3994,7,31,L,W,1,0
3995,3,36,L,D,1,0
3996,8,27,L,L,1,0
3997,9,21,L,D,1,0
3998,9,24,W,L,0,1
3999,9,21,D,W,0,0
4000,16,6,W,D,0,1
4001,6,32,L,D,1,0
4002,6,31,L,D,1,0
4003,1,36,L,L,1,0
4004,5,34,L,L,1,0
4005,14,12,W,D,0,1
4006,8,28,L,L,1,0
4007,11,22,D,L,0,0
4008,13,17,D,L,0,0
4009,6,30,D,W,0,0
4010,9,25,D,L,0,0
4011,6,33,L,L,1,0
4012,10,22,L,D,1,0
4013,9,26,L,W,1,0
4014,7,30,L,L,1,0
4015,5,32,L,D,1,0
4016,5,34,L,D,1,0
4017,13,16,L,W,1,0
4018,9,24,L,W,1,0
4019,9,22,D,L,0,0
4020,9,21,L,L,1,0
4021,14,11,W,L,0,1
4022,9,26,L,W,1,0
4023,10,21,L,W,1,0
4024,16,4,W,W,0,1
4025,7,31,L,D,1,0
4026,8,28,L,L,1,0
4027,10,21,D,L,0,0
4028,19,3,W,W,0,1
4029,9,23,W,L,0,1
4030,12,16,L,D,1,0
4031,7,26,L,W,1,0
4032,4,32,L,L,1,0
4033,9,25,D,D,0,0
4034,3,34,L,L,1,0
4035,5,34,D,L,0,0
4036,9,25,L,W,1,0
4037,12,16,L,L,1,0
4038,10,18,W,D,0,1
4039,7,26,D,L,0,0
4040,11,15,W,L,0,1
4041,12,13,L,L,1,0
4042,7,30,L,L,1,0
4043,7,30,L,L,1,0
4044,9,26,D,L,0,0
4045,8,29,D,L,0,0
4046,5,29,L,L,1,0
4047,9,24,L,D,1,0
4048,10,19,D,L,0,0
4049,13,11,L,L,1,0
4050,12,14,W,W,0,1
4051,11,17,L,W,1,0
4052,6,32,L,L,1,0
4053,9,25,W,L,0,1
4054,7,30,L,W,1,0
4055,12,18,W,W,0,1
4056,10,24,L,D,1,0
4057,18,3,L,W,1,0
4058,2,35,D,L,0,0
4059,7,30,L,L,1,0
4060,7,30,W,D,0,1
4061,4,35,W,L,0,1
4062,6,33,D,L,0,0
4063,16,8,W,L,0,1
4064,9,22,W,L,0,1
4065,5,30,W,L,0,1
4066,15,8,W,L,0,1
4067,15,8,W,D,0,1
4068,11,18,D,L,0,0
4069,11,18,L,D,1,0
4070,13,12,W,W,0,1
4071,8,26,L,L,1,0
4072,4,33,L,D,1,0
4073,8,26,L,L,1,0
4074,13,13,L,W,1,0
4075,11,17,W,D,0,1
4076,15,10,D,L,0,0
4077,11,21,D,L,0,0
4078,10,22,D,L,0,0
4079,11,17,W,L,0,1
4080,13,13,W,W,0,1
4081,13,11,W,W,0,1
4082,8,26,L,W,1,0
4083,3,36,L,L,1,0
4084,3,36,D,L,0,0
4085,10,20,D,L,0,0
4086,9,26,D,L,0,0
4087,17,2,L,W,1,0
4088,8,29,L,L,1,0
4089,7,31,L,L,1,0
4090,6,30,L,L,1,0
4091,8,29,D,D,0,0
4092,10,23,W,W,0,1
4093,5,31,L,W,1,0
4094,13,14,L,L,1,0
4095,11,17,D,W,0,0
4096,13,13,L,L,1,0
4097,7,32,L,D,1,0
4098,9,21,L,W,1,0
4099,4,35,D,L,0,0
4100,11,16,D,L,0,0
4101,16,6,L,W,1,0
4102,10,22,L,W,1,0
4103,7,30,W,L,0,1
4104,15,5,W,W,0,1
4105,11,18,D,D,0,0
4106,9,25,D,L,0,0
4107,10,19,D,D,0,0
4108,15,9,W,D,0,1
4109,7,29,W,L,0,1
4110,11,20,W,L,0,1
4111,13,11,D,L,0,0
4112,9,23,L,D,1,0
4113,7,31,D,L,0,0
4114,8,27,L,W,1,0
4115,7,30,D,D,0,0
4116,7,29,W,L,0,1
4117,10,22,D,D,0,0
4118,10,20,W,L,0,1
4119,11,20,L,D,1,0
4120,13,14,L,W,1,0
4121,15,7,W,D,0,1
4122,7,31,L,L,1,0
4123,6,33,D,W,0,0
4124,13,11,L,W,1,0
4125,9,21,L,L,1,0
4126,15,5,W,D,0,1
4127,10,22,W,W,0,1
4128,11,17,W,D,0,1
4129,9,24,L,W,1,0
4130,10,22,W,L,0,1
4131,6,31,L,L,1,0
4132,2,36,L,D,1,0
4133,10,19,L,L,1,0
4134,12,15,L,L,1,0
4135,7,30,L,L,1,0
4136,5,31,L,L,1,0
4137,10,23,L,L,1,0
4138,13,11,L,L,1,0
4139,11,16,L,D,1,0
4140,13,13,W,L,0,1
4141,5,34,L,D,1,0
4142,10,23,W,L,0,1
4143,12,15,D,L,0,0
4144,7,30,L,W,1,0
4145,9,24,L,W,1,0
4146,5,33,L,L,1,0
4147,17,4,D,W,0,0
4148,7,31,W,D,0,1
4149,11,18,L,W,1,0
4150,7,29,W,D,0,1
4151,5,34,D,D,0,0
4152,6,31,L,L,1,0
4153,12,16,L,L,1,0
4154,12,16,L,W,1,0
4155,8,29,D,L,0,0
4156,9,25,L,D,1,0
4157,12,13,D,W,0,0
4158,10,22,W,L,0,1
4159,5,33,L,W,1,0
4160,12,14,W,W,0,1
4161,8,28,L,L,1,0
4162,6,31,W,D,0,1
4163,9,24,W,L,0,1
4164,10,24,L,W,1,0
4165,7,29,D,L,0,0
4166,7,29,L,W,1,0
4167,14,7,L,L,1,0
4168,4,35,L,L,1,0
4169,11,19,W,W,0,1
4170,12,12,L,D,1,0
4171,5,33,L,L,1,0
4172,8,33,D,L,0,0
4173,8,30,L,L,1,0
4174,15,8,D,W,0,0
4175,13,11,L,W,1,0
4176,13,17,L,W,1,0
4177,10,22,D,W,0,0
4178,9,23,W,W,0,1
4179,8,26,W,L,0,1
4180,5,32,L,L,1,0
4181,13,13,W,L,0,1
4182,7,29,L,L,1,0
4183,11,19,D,D,0,0
4184,15,7,L,W,1,0
4185,7,29,L,W,1,0
4186,8,29,L,L,1,0
4187,11,16,D,L,0,0
4188,9,27,D,D,0,0
4189,9,27,W,D,0,1
4190,8,25,W,L,0,1
4191,8,24,W,L,0,1
4192,12,17,D,W,0,0
4193,11,19,D,L,0,0
4194,14,8,W,D,0,1
4195,14,10,L,L,1,0
4196,14,10,D,D,0,0
4197,15,9,D,W,0,0
4198,13,9,L,W,1,0
4199,9,27,W,L,0,1
4200,6,31,L,L,1,0
4201,7,34,D,D,0,0
4202,12,16,D,W,0,0
4203,8,25,L,L,1,0
4204,10,25,D,L,0,0
4205,17,5,W,W,0,1
4206,13,15,W,W,0,1
4207,14,12,L,W,1,0
4208,8,28,L,L,1,0
4209,3,34,D,L,0,0
4210,12,13,W,L,0,1
4211,12,17,L,D,1,0
4212,9,20,L,L,1,0
4213,10,21,L,L,1,0
4214,9,22,L,W,1,0
4215,7,31,L,L,1,0
4216,15,7,D,W,0,0
4217,10,21,D,W,0,0
4218,8,29,W,L,0,1
4219,16,6,W,W,0,1
4220,10,21,L,W,1,0
4221,6,34,D,L,0,0
4222,7,29,W,D,0,1
4223,9,23,L,D,1,0
4224,6,32,L,L,1,0
4225,9,26,L,D,1,0
4226,14,10,D,L,0,0
4227,9,24,D,L,0,0
4228,14,10,L,D,1,0
4229,10,21,D,L,0,0
4230,7,29,L,D,1,0
4231,7,31,L,W,1,0
4232,14,9,W,L,0,1
4233,6,30,L,L,1,0
4234,8,28,L,L,1,0
4235,12,14,D,D,0,0
4236,10,24,L,L,1,0
4237,9,26,L,W,1,0
4238,5,33,L,D,1,0
4239,10,19,L,W,1,0
4240,9,26,D,D,0,0
4241,3,33,L,L,1,0
4242,5,32,L,D,1,0
4243,8,25,L,D,1,0
4244,12,17,L,W,1,0
4245,6,32,L,W,1,0
4246,12,17,L,W,1,0
4247,10,25,D,L,0,0
4248,12,11,W,W,0,1
4249,10,21,L,L,1,0
4250,5,34,L,L,1,0
4251,15,7,D,D,0,0
4252,5,32,D,L,0,0
4253,5,32,L,D,1,0
4254,6,30,L,L,1,0
4255,7,28,L,L,1,0
4256,11,17,W,L,0,1
4257,8,28,D,L,0,0
4258,16,6,W,L,0,1
4259,15,5,W,L,0,1
4260,7,31,L,D,1,0
4261,13,16,L,L,1,0
4262,16,4,W,D,0,1
4263,8,27,L,L,1,0
4264,11,19,L,W,1,0
4265,8,30,D,L,0,0
4266,5,34,L,L,1,0
4267,9,22,L,W,1,0
4268,13,11,L,W,1,0
4269,7,29,D,L,0,0
4270,7,29,D,L,0,0
4271,10,26,D,L,0,0
4272,12,13,W,D,0,1
4273,14,11,D,W,0,0
4274,8,26,D,L,0,0
4275,6,29,L,W,1,0
4276,9,26,W,L,0,1
4277,11,16,D,D,0,0
4278,9,23,L,L,1,0
4279,13,15,D,D,0,0
4280,6,34,L,D,1,0
4281,8,29,L,D,1,0
4282,6,30,L,L,1,0
4283,13,12,L,L,1,0
4284,9,25,D,L,0,0
4285,13,10,W,W,0,1
4286,6,32,D,L,0,0
4287,11,17,L,L,1,0
4288,7,30,D,L,0,0
4289,8,26,D,L,0,0
4290,9,25,W,L,0,1
4291,10,21,L,L,1,0
4292,10,20,W,W,0,1
4293,15,8,W,L,0,1
4294,8,30,D,D,0,0
4295,10,18,L,L,1,0
4296,10,21,L,L,1,0
4297,10,21,D,L,0,0
4298,11,19,D,W,0,0
4299,12,17,L,D,1,0
4300,4,34,L,W,1,0
4301,9,23,L,L,1,0
4302,9,24,W,D,0,1
4303,6,33,L,L,1,0
4304,11,21,L,W,1,0
4305,12,17,W,D,0,1
4306,2,36,D,L,0,0
4307,7,29,L,D,1,0
4308,10,22,W,D,0,1
4309,7,29,L,L,1,0
4310,16,6,W,W,0,1
4311,8,27,L,L,1,0
4312,8,28,D,D,0,0
4313,7,31,W,L,0,1
4314,9,25,W,L,0,1
4315,14,9,W,L,0,1
4316,4,35,L,L,1,0
4317,15,8,D,L,0,0
4318,12,17,D,L,0,0
4319,14,8,W,L,0,1
4320,12,16,D,D,0,0
4321,8,26,L,L,1,0
4322,7,29,L,L,1,0
4323,19,3,L,W,1,0
4324,6,32,W,D,0,1
4325,16,4,L,W,1,0
4326,10,19,L,L,1,0
4327,14,11,D,L,0,0
4328,4,32,L,L,1,0
4329,8,26,L,D,1,0
4330,11,18,L,W,1,0
4331,10,21,L,L,1,0
4332,11,17,D,L,0,0
4333,8,24,W,D,0,1
4334,14,8,W,L,0,1
4335,7,31,L,L,1,0
4336,9,25,L,W,1,0
4337,1,36,L,L,1,0
4338,6,31,L,L,1,0
4339,11,19,L,L,1,0
4340,10,21,L,L,1,0
4341,14,8,D,W,0,0
4342,4,34,D,L,0,0
4343,12,15,W,L,0,1
4344,14,9,L,L,1,0
4345,10,20,L,L,1,0
4346,8,27,D,L,0,0
4347,10,23,W,D,0,1
4348,8,25,L,D,1,0
4349,13,13,L,L,1,0
4350,9,26,L,L,1,0
4351,16,5,W,L,0,1
4352,13,12,D,D,0,0
4353,9,25,W,L,0,1
4354,7,27,L,W,1,0
4355,8,25,L,W,1,0
4356,8,25,D,L,0,0
4357,5,33,D,L,0,0
4358,14,11,D,L,0,0
4359,10,23,W,L,0,1
4360,4,34,L,L,1,0
4361,12,14,L,W,1,0
4362,8,25,L,L,1,0
4363,17,2,W,W,0,1
4364,11,17,L,W,1,0
4365,7,29,L,L,1,0
4366,7,29,L,W,1,0
4367,10,23,L,L,1,0
4368,7,30,D,L,0,0
4369,13,13,L,D,1,0
4370,10,21,L,L,1,0
4371,11,13,L,L,1,0
4372,14,8,W,W,0,1
4373,10,19,D,W,0,0
4374,5,34,L,D,1,0
4375,10,22,W,L,0,1
4376,11,19,D,W,0,0
4377,12,17,W,L,0,1
4378,14,4,W,L,0,1
4379,7,32,L,D,1,0
4380,11,19,L,L,1,0
4381,12,16,W,D,0,1
4382,6,33,L,W,1,0
4383,10,18,W,L,0,1
4384,10,24,L,D,1,0
4385,15,5,L,W,1,0
4386,4,34,L,L,1,0
4387,12,16,L,L,1,0
4388,13,14,D,W,0,0
4389,12,12,W,W,0,1
4390,8,27,L,L,1,0
4391,13,12,D,D,0,0
4392,4,34,L,L,1,0
4393,8,27,L,W,1,0
4394,9,23,L,L,1,0
4395,4,33,W,L,0,1
4396,11,17,D,L,0,0
4397,12,17,L,W,1,0
4398,10,21,L,D,1,0
4399,11,15,L,D,1,0
4400,17,3,W,D,0,1
4401,14,12,W,W,0,1
