Iter,GalaPoints,GalaRank,GF_Result,GL_Result,GalaLostFrankfurt,GalaWonFrankfurt
5009,7,31,D,W,0,0
5010,13,11,W,L,0,1
5011,10,23,L,L,1,0
5012,13,11,L,W,1,0
5013,8,30,D,D,0,0
5014,13,13,W,W,0,1
5015,11,18,L,W,1,0
5016,7,31,L,L,1,0
5017,7,28,L,L,1,0
5018,9,22,L,L,1,0
5019,16,7,W,W,0,1
5020,13,10,D,L,0,0
5021,13,14,L,W,1,0
5022,8,31,D,D,0,0
5023,12,16,D,D,0,0
5024,13,9,W,L,0,1
5025,8,29,L,W,1,0
5026,8,26,L,L,1,0
5027,16,6,W,D,0,1
5028,4,35,L,L,1,0
5029,6,33,L,L,1,0
5030,7,29,L,L,1,0
5031,10,25,L,W,1,0
5032,11,21,D,L,0,0
5033,15,7,W,L,0,1
5034,7,29,L,L,1,0
5035,13,13,W,L,0,1
5036,13,12,L,W,1,0
5037,10,24,L,L,1,0
5038,10,22,L,W,1,0
5039,10,21,L,D,1,0
5040,10,26,L,L,1,0
5041,6,29,L,L,1,0
5042,11,17,L,L,1,0
5043,1,35,L,L,1,0
5044,7,29,L,D,1,0
5045,14,10,W,L,0,1
5046,7,29,W,L,0,1
5047,5,34,W,D,0,1
5048,7,34,W,L,0,1
5049,6,34,L,L,1,0
5050,9,25,L,W,1,0
5051,4,33,L,W,1,0
5052,6,33,L,L,1,0
5053,8,30,D,L,0,0
5054,6,33,D,L,0,0
5055,5,34,L,L,1,0
5056,9,26,D,W,0,0
5057,10,21,L,L,1,0
5058,5,32,D,L,0,0
5059,10,23,W,L,0,1
5060,8,26,L,L,1,0
5061,5,34,D,L,0,0
5062,9,23,D,L,0,0
5063,7,31,L,L,1,0
5064,9,27,L,D,1,0
5065,6,34,D,L,0,0
5066,13,13,D,W,0,0
5067,14,8,D,L,0,0
5068,10,20,L,L,1,0
5069,15,7,L,W,1,0
5070,8,26,L,D,1,0
5071,15,7,D,W,0,0
5072,10,27,L,D,1,0
5073,10,24,W,L,0,1
5074,7,32,L,D,1,0
5075,5,33,L,L,1,0
5076,7,29,L,L,1,0
5077,12,17,L,L,1,0
5078,6,31,L,D,1,0
5079,8,28,W,L,0,1
5080,9,27,W,L,0,1
5081,14,11,D,L,0,0
5082,14,12,W,L,0,1
5083,6,33,L,L,1,0
5084,13,15,L,W,1,0
5085,9,28,L,W,1,0
5086,10,22,W,L,0,1
5087,7,29,W,D,0,1
5088,14,10,W,L,0,1
5089,6,32,L,L,1,0
5090,9,25,L,D,1,0
5091,11,22,D,W,0,0
5092,13,7,L,W,1,0
5093,15,9,W,D,0,1
5094,8,24,L,D,1,0
5095,11,18,L,W,1,0
5096,13,14,W,D,0,1
5097,5,33,L,L,1,0
5098,9,26,L,D,1,0
5099,11,21,D,D,0,0
5100,8,27,D,L,0,0
5101,5,34,L,L,1,0
5102,10,21,D,D,0,0
5103,7,31,D,D,0,0
5104,5,32,L,W,1,0
5105,9,25,L,D,1,0
5106,6,31,L,L,1,0
5107,13,9,L,L,1,0
5108,9,25,D,L,0,0
5109,14,7,W,W,0,1
5110,16,7,L,W,1,0
5111,15,6,W,W,0,1
5112,9,22,L,L,1,0
5113,13,10,W,W,0,1
5114,10,22,L,L,1,0
5115,6,32,D,L,0,0
5116,8,30,D,W,0,0
5117,9,24,D,D,0,0
5118,10,19,W,L,0,1
5119,4,35,L,L,1,0
5120,8,28,L,L,1,0
5121,11,16,L,W,1,0
5122,6,33,L,D,1,0
5123,4,35,L,L,1,0
5124,12,9,L,W,1,0
5125,13,14,D,D,0,0
5126,18,3,L,W,1,0
5127,7,29,L,L,1,0
5128,13,10,L,W,1,0
5129,12,15,D,D,0,0
5130,7,30,W,L,0,1
5131,7,32,L,W,1,0
5132,12,16,D,D,0,0
5133,7,33,D,D,0,0
5134,11,21,L,L,1,0
5135,13,15,W,W,0,1
5136,10,24,D,W,0,0
5137,10,21,D,L,0,0
5138,11,18,D,D,0,0
5139,15,6,D,L,0,0
5140,9,24,W,L,0,1
5141,19,2,D,W,0,0
5142,14,11,L,W,1,0
5143,6,29,L,L,1,0
5144,13,11,D,W,0,0
5145,13,11,D,W,0,0
5146,10,22,L,L,1,0
5147,10,19,W,L,0,1
5148,8,28,L,W,1,0
5149,10,19,D,L,0,0
5150,10,22,W,L,0,1
5151,11,18,L,D,1,0
5152,12,17,L,L,1,0
5153,7,29,L,W,1,0
5154,8,28,L,L,1,0
5155,7,31,L,W,1,0
5156,15,9,D,D,0,0
5157,11,19,D,D,0,0
5158,10,21,W,L,0,1
5159,8,28,D,D,0,0
5160,14,11,L,D,1,0
5161,9,24,D,W,0,0
5162,13,12,L,W,1,0
5163,9,23,L,L,1,0
5164,8,27,W,L,0,1
5165,10,24,D,D,0,0
5166,14,6,L,W,1,0
5167,7,30,D,D,0,0
5168,11,17,L,D,1,0
5169,8,27,D,L,0,0
5170,9,27,D,L,0,0
5171,13,13,L,W,1,0
5172,11,20,L,W,1,0
5173,9,22,W,W,0,1
5174,10,20,D,L,0,0
5175,10,22,W,L,0,1
5176,11,16,W,L,0,1
5177,8,27,L,L,1,0
5178,13,11,L,W,1,0
5179,9,23,L,L,1,0
5180,8,26,L,W,1,0
5181,13,12,L,W,1,0
5182,2,36,L,D,1,0
5183,4,35,L,D,1,0
5184,11,20,D,L,0,0
5185,14,8,W,L,0,1
5186,12,17,D,W,0,0
5187,8,25,D,L,0,0
5188,13,9,D,D,0,0
5189,7,30,L,L,1,0
5190,12,18,W,D,0,1
5191,6,33,L,L,1,0
5192,9,23,L,L,1,0
5193,7,31,L,L,1,0
5194,12,15,L,D,1,0
5195,4,34,W,D,0,1
5196,9,25,L,L,1,0
5197,3,35,L,L,1,0
5198,12,16,D,D,0,0
5199,11,19,L,D,1,0
5200,4,34,D,L,0,0
5201,10,23,D,D,0,0
5202,13,14,W,W,0,1
5203,6,33,D,L,0,0
5204,15,8,D,W,0,0
5205,8,26,W,D,0,1
5206,13,9,W,W,0,1
5207,7,30,L,L,1,0
5208,8,25,W,L,0,1
5209,12,18,W,L,0,1
5210,12,14,W,W,0,1
5211,16,6,W,D,0,1
5212,9,23,W,L,0,1
5213,11,21,D,W,0,0
5214,17,3,W,W,0,1
5215,14,7,D,L,0,0
5216,10,19,W,L,0,1
5217,7,30,L,L,1,0
5218,6,30,D,L,0,0
5219,3,36,L,L,1,0
5220,10,21,W,D,0,1
5221,13,9,L,L,1,0
5222,11,21,D,W,0,0
5223,9,26,D,D,0,0
5224,8,28,L,L,1,0
5225,14,9,D,W,0,0
5226,10,20,W,L,0,1
5227,12,14,D,L,0,0
5228,13,13,L,D,1,0
5229,14,9,W,W,0,1
5230,10,22,D,D,0,0
5231,15,8,D,W,0,0
5232,10,20,W,L,0,1
5233,5,34,L,L,1,0
5234,12,16,W,L,0,1
5235,8,28,L,L,1,0
5236,10,21,L,L,1,0
5237,9,25,W,L,0,1
5238,13,14,W,L,0,1
5239,3,35,L,D,1,0
5240,7,29,L,L,1,0
5241,6,32,D,L,0,0
5242,14,7,W,W,0,1
5243,17,4,D,W,0,0
5244,12,17,L,W,1,0
5245,9,22,L,W,1,0
5246,4,32,L,L,1,0
5247,6,30,L,L,1,0
5248,6,34,L,D,1,0
5249,11,18,L,L,1,0
5250,5,32,L,L,1,0
5251,7,26,L,L,1,0
5252,10,20,L,W,1,0
5253,9,27,W,W,0,1
5254,12,12,W,L,0,1
5255,7,31,L,L,1,0
5256,5,34,L,L,1,0
5257,13,11,W,L,0,1
5258,13,9,L,L,1,0
5259,9,25,D,L,0,0
5260,15,7,D,L,0,0
5261,1,36,L,D,1,0
5262,10,23,L,L,1,0
5263,12,16,W,L,0,1
5264,13,9,L,L,1,0
5265,12,14,W,L,0,1
5266,13,14,W,L,0,1
5267,10,24,L,L,1,0
5268,9,24,D,W,0,0
5269,10,22,D,L,0,0
5270,12,17,L,D,1,0
5271,5,33,L,L,1,0
5272,11,19,L,L,1,0
5273,7,29,L,L,1,0
5274,12,17,D,L,0,0
5275,6,29,W,D,0,1
5276,7,34,L,L,1,0
5277,6,32,D,W,0,0
5278,6,31,L,L,1,0
5279,8,29,W,L,0,1
5280,9,25,L,D,1,0
5281,9,27,L,W,1,0
5282,13,13,L,L,1,0
5283,12,15,L,D,1,0
5284,9,26,L,D,1,0
5285,11,19,L,W,1,0
5286,12,10,L,L,1,0
5287,14,11,D,L,0,0
5288,8,27,D,L,0,0
5289,13,13,L,L,1,0
5290,13,14,L,D,1,0
5291,13,15,D,L,0,0
5292,11,19,L,L,1,0
5293,15,7,W,L,0,1
5294,10,20,D,W,0,0
5295,13,11,L,D,1,0
5296,7,32,L,D,1,0
5297,7,31,L,L,1,0
5298,6,34,L,D,1,0
5299,12,14,L,W,1,0
5300,6,29,L,W,1,0
5301,8,31,D,D,0,0
5302,13,12,L,W,1,0
5303,10,21,D,D,0,0
5304,12,19,W,L,0,1
5305,11,16,W,W,0,1
5306,13,9,W,L,0,1
5307,7,27,D,L,0,0
5308,9,24,L,W,1,0
5309,5,35,D,W,0,0
5310,7,31,L,L,1,0
5311,10,25,W,L,0,1
5312,8,28,D,L,0,0
5313,7,28,D,L,0,0
5314,5,34,W,L,0,1
5315,12,16,W,L,0,1
5316,10,21,L,L,1,0
5317,18,1,W,L,0,1
5318,6,31,L,D,1,0
5319,11,22,W,D,0,1
5320,14,11,L,D,1,0
5321,9,28,W,L,0,1
5322,7,28,L,W,1,0
5323,5,33,L,L,1,0
5324,15,6,W,W,0,1
5325,10,22,L,D,1,0
5326,15,6,W,L,0,1
5327,11,23,W,L,0,1
5328,8,28,D,L,0,0
5329,8,23,L,W,1,0
5330,10,25,L,L,1,0
5331,10,25,L,L,1,0
5332,2,36,L,D,1,0
5333,11,21,L,D,1,0
5334,10,22,L,L,1,0
5335,6,30,L,L,1,0
5336,9,22,L,D,1,0
5337,13,11,W,L,0,1
5338,8,27,L,L,1,0
5339,7,29,L,W,1,0
5340,9,27,D,D,0,0
5341,12,15,L,L,1,0
5342,9,25,D,W,0,0
5343,15,8,D,D,0,0
5344,13,14,L,D,1,0
5345,11,17,D,W,0,0
5346,6,32,L,L,1,0
5347,10,21,D,W,0,0
5348,11,17,L,W,1,0
5349,9,27,L,W,1,0
5350,9,25,L,D,1,0
5351,6,33,L,W,1,0
5352,7,28,D,D,0,0
5353,11,20,L,L,1,0
5354,10,19,L,W,1,0
5355,11,16,L,W,1,0
5356,10,22,W,L,0,1
5357,10,21,L,D,1,0
5358,5,33,W,L,0,1
5359,8,30,W,L,0,1
5360,19,1,W,W,0,1
5361,15,8,W,L,0,1
5362,3,36,L,L,1,0
5363,4,34,D,L,0,0
5364,6,31,L,L,1,0
5365,15,6,W,L,0,1
5366,16,4,W,L,0,1
5367,0,36,L,L,1,0
5368,13,12,W,D,0,1
5369,10,23,W,L,0,1
5370,6,30,L,W,1,0
5371,5,34,D,L,0,0
5372,6,34,L,D,1,0
5373,7,28,L,L,1,0
5374,10,22,L,W,1,0
5375,13,12,D,D,0,0
5376,15,9,W,D,0,1
5377,14,11,D,L,0,0
5378,11,20,L,W,1,0
5379,13,13,W,L,0,1
5380,9,27,D,D,0,0
5381,16,6,W,W,0,1
5382,1,35,L,D,1,0
5383,13,13,L,W,1,0
5384,13,15,D,W,0,0
5385,13,14,D,D,0,0
5386,7,28,D,L,0,0
5387,8,28,L,L,1,0
5388,15,7,W,W,0,1
5389,7,32,D,L,0,0
5390,13,12,W,L,0,1
5391,9,26,W,L,0,1
5392,17,3,L,D,1,0
5393,4,35,L,L,1,0
5394,10,23,W,L,0,1
5395,12,17,D,L,0,0
5396,15,7,D,W,0,0
5397,12,11,L,W,1,0
5398,9,26,L,W,1,0
5399,11,21,W,L,0,1
5400,7,30,L,L,1,0
5401,13,12,D,L,0,0
5402,13,15,L,W,1,0
5403,2,34,D,L,0,0
5404,11,16,L,W,1,0
5405,7,32,L,W,1,0
5406,12,16,W,L,0,1
5407,18,3,D,W,0,0
5408,11,21,L,D,1,0
5409,11,17,L,W,1,0
5410,12,15,D,W,0,0
5411,5,32,L,D,1,0
5412,8,26,L,D,1,0
5413,10,22,W,D,0,1
5414,11,15,D,L,0,0
5415,9,23,L,L,1,0
5416,6,34,W,L,0,1
5417,11,18,D,L,0,0
5418,13,9,L,D,1,0
5419,2,36,L,D,1,0
5420,9,24,W,L,0,1
5421,16,4,L,W,1,0
5422,11,21,D,D,0,0
5423,12,14,L,W,1,0
5424,7,27,D,L,0,0
5425,9,23,L,W,1,0
5426,12,14,W,W,0,1
5427,11,19,D,L,0,0
5428,9,25,L,L,1,0
5429,7,27,L,D,1,0
5430,5,34,L,L,1,0
5431,8,31,W,D,0,1
5432,15,8,W,L,0,1
5433,9,27,D,D,0,0
5434,13,14,D,L,0,0
5435,11,19,W,L,0,1
5436,5,33,D,L,0,0
5437,16,4,W,D,0,1
5438,13,12,L,W,1,0
5439,5,33,D,L,0,0
5440,11,19,D,W,0,0
5441,5,32,D,L,0,0
5442,13,14,D,W,0,0
5443,8,26,D,D,0,0
5444,4,36,D,L,0,0
5445,16,5,W,D,0,1
5446,12,17,D,L,0,0
5447,3,36,L,L,1,0
5448,13,10,W,L,0,1
5449,6,32,L,L,1,0
5450,6,31,D,L,0,0
5451,5,32,W,L,0,1
5452,12,16,L,L,1,0
5453,6,28,L,D,1,0
5454,13,10,W,L,0,1
5455,16,8,W,D,0,1
5456,8,27,L,D,1,0
5457,14,13,L,L,1,0
5458,5,32,L,L,1,0
5459,7,31,L,W,1,0
5460,13,13,W,W,0,1
5461,14,10,W,L,0,1
5462,9,21,L,W,1,0
5463,13,10,W,L,0,1
5464,7,29,D,W,0,0
5465,15,7,L,D,1,0
5466,16,7,W,W,0,1
5467,4,34,L,L,1,0
5468,12,13,L,W,1,0
5469,2,35,L,L,1,0
5470,5,33,L,D,1,0
5471,11,18,W,D,0,1
5472,5,34,L,L,1,0
5473,10,21,D,L,0,0
5474,10,23,D,D,0,0
5475,6,31,D,D,0,0
5476,9,25,D,D,0,0
5477,16,8,W,D,0,1
5478,8,26,L,D,1,0
5479,1,36,L,L,1,0
5480,5,33,D,L,0,0
5481,6,31,D,D,0,0
5482,11,17,W,L,0,1
5483,5,34,D,L,0,0
5484,10,23,L,D,1,0
5485,7,32,L,L,1,0
5486,6,33,L,D,1,0
5487,5,34,L,L,1,0
5488,7,29,L,L,1,0
5489,2,36,L,L,1,0
5490,11,18,L,L,1,0
5491,5,33,L,L,1,0
5492,14,9,L,L,1,0
5493,10,24,L,D,1,0
5494,6,32,W,L,0,1
5495,8,27,L,D,1,0
5496,17,7,D,L,0,0
5497,16,7,L,L,1,0
5498,14,9,W,L,0,1
5499,4,34,L,L,1,0
5500,8,23,L,L,1,0
5501,3,34,L,L,1,0
5502,11,21,W,D,0,1
5503,15,5,W,L,0,1
5504,7,29,L,W,1,0
5505,10,22,L,L,1,0
5506,12,13,D,D,0,0
5507,7,27,L,L,1,0
5508,8,26,L,L,1,0
5509,7,27,D,L,0,0
5510,10,25,D,L,0,0
5511,11,18,L,D,1,0
5512,13,10,D,W,0,0
5513,10,20,L,W,1,0
5514,13,10,L,D,1,0
5515,8,25,L,D,1,0
5516,13,13,D,W,0,0
5517,6,30,D,L,0,0
5518,6,30,L,D,1,0
5519,11,19,W,D,0,1
5520,10,19,L,L,1,0
5521,8,27,L,L,1,0
5522,14,10,W,D,0,1
5523,8,27,L,W,1,0
5524,3,34,D,L,0,0
5525,12,16,D,D,0,0
5526,7,30,D,W,0,0
5527,9,25,W,W,0,1
5528,4,34,D,L,0,0
5529,14,11,D,W,0,0
5530,7,28,D,L,0,0
5531,9,25,L,D,1,0
5532,14,7,W,W,0,1
5533,11,17,W,L,0,1
5534,10,19,L,L,1,0
5535,11,20,L,L,1,0
5536,8,26,L,L,1,0
5537,6,30,L,L,1,0
5538,6,32,W,L,0,1
5539,2,36,L,L,1,0
5540,9,23,W,D,0,1
5541,2,35,L,D,1,0
5542,9,25,L,D,1,0
5543,8,29,D,L,0,0
5544,10,19,L,D,1,0
5545,16,7,W,L,0,1
5546,13,14,L,L,1,0
5547,12,13,D,W,0,0
5548,15,7,W,L,0,1
5549,14,8,L,D,1,0
5550,5,32,L,L,1,0
5551,16,6,D,W,0,0
5552,10,20,W,D,0,1
5553,10,19,L,L,1,0
5554,13,9,W,W,0,1
5555,10,22,L,W,1,0
5556,10,23,L,L,1,0
5557,8,26,L,W,1,0
5558,10,20,W,L,0,1
5559,7,30,L,L,1,0
5560,4,34,D,L,0,0
5561,10,22,L,W,1,0
5562,10,23,W,L,0,1
5563,8,27,L,L,1,0
5564,8,24,L,L,1,0
5565,15,6,W,L,0,1
5566,12,16,W,D,0,1
5567,9,26,L,L,1,0
5568,5,35,L,L,1,0
5569,5,31,D,L,0,0
5570,6,33,L,L,1,0
5571,10,24,D,L,0,0
5572,11,21,D,W,0,0
5573,10,21,L,L,1,0
5574,11,18,L,W,1,0
5575,9,26,L,D,1,0
5576,7,33,L,L,1,0
5577,8,26,L,D,1,0
5578,11,18,L,D,1,0
5579,11,16,L,W,1,0
5580,6,33,D,W,0,0
5581,13,11,W,W,0,1
5582,8,27,D,L,0,0
5583,11,17,W,D,0,1
5584,15,8,W,L,0,1
5585,3,33,L,D,1,0
5586,3,35,L,L,1,0
5587,9,22,L,L,1,0
5588,11,20,W,D,0,1
5589,10,23,L,L,1,0
5590,4,36,D,L,0,0
5591,8,26,L,L,1,0
5592,4,35,L,L,1,0
5593,8,26,L,L,1,0
5594,10,21,L,W,1,0
5595,9,22,L,D,1,0
5596,1,36,L,L,1,0
5597,3,34,L,L,1,0
5598,15,8,D,L,0,0
5599,14,10,W,L,0,1
5600,11,18,W,W,0,1
5601,12,19,D,L,0,0
5602,7,30,L,W,1,0
5603,10,24,D,L,0,0
5604,10,21,D,L,0,0
5605,11,19,D,D,0,0
5606,4,35,D,L,0,0
5607,5,32,L,D,1,0
5608,7,33,L,L,1,0
5609,6,33,L,L,1,0
5610,13,12,L,D,1,0
5611,5,33,L,D,1,0
5612,6,30,L,W,1,0
5613,9,27,W,D,0,1
5614,10,23,L,L,1,0
5615,11,15,L,L,1,0
5616,6,30,D,L,0,0
5617,1,36,L,L,1,0
5618,10,24,L,L,1,0
5619,8,29,D,D,0,0
5620,11,19,D,W,0,0
5621,12,12,L,W,1,0
5622,8,28,D,D,0,0
5623,11,21,D,D,0,0
5624,7,29,W,D,0,1
5625,15,4,D,W,0,0
5626,20,2,W,W,0,1
5627,13,9,L,D,1,0
5628,2,36,L,D,1,0
5629,9,24,L,D,1,0
5630,15,6,D,W,0,0
5631,5,34,D,L,0,0
5632,13,15,D,D,0,0
5633,5,35,L,D,1,0
5634,9,23,W,L,0,1
5635,3,35,L,L,1,0
5636,8,26,L,L,1,0
5637,8,27,W,D,0,1
5638,5,34,D,D,0,0
5639,10,22,W,L,0,1
5640,7,30,L,L,1,0
5641,9,24,W,D,0,1
5642,7,30,L,L,1,0
5643,6,32,L,D,1,0
5644,9,25,L,D,1,0
5645,11,22,L,W,1,0
5646,10,23,L,W,1,0
5647,10,24,W,L,0,1
5648,8,27,L,W,1,0
5649,13,10,L,D,1,0
5650,8,25,L,L,1,0
5651,6,33,D,D,0,0
5652,5,32,W,D,0,1
5653,10,23,D,W,0,0
5654,6,33,D,W,0,0
5655,16,5,W,D,0,1
5656,9,24,L,D,1,0
5657,12,16,W,D,0,1
5658,9,25,W,D,0,1
5659,10,23,D,W,0,0
5660,11,18,W,L,0,1
5661,4,35,L,L,1,0
5662,2,35,L,L,1,0
5663,7,32,L,L,1,0
5664,4,36,L,L,1,0
5665,12,17,D,W,0,0
5666,10,21,L,W,1,0
5667,8,24,D,D,0,0
5668,4,35,L,L,1,0
5669,11,18,L,W,1,0
5670,11,17,L,L,1,0
5671,2,35,L,D,1,0
5672,13,11,L,W,1,0
5673,8,26,D,L,0,0
5674,19,2,W,W,0,1
5675,11,18,D,D,0,0
5676,9,25,D,L,0,0
5677,6,30,L,L,1,0
5678,16,7,W,L,0,1
5679,13,15,D,W,0,0
5680,5,33,L,D,1,0
5681,7,31,L,L,1,0
5682,3,34,L,L,1,0
5683,6,34,L,W,1,0
5684,3,35,L,L,1,0
5685,3,35,D,L,0,0
5686,8,26,D,L,0,0
5687,6,32,W,L,0,1
5688,4,35,L,W,1,0
5689,8,28,D,L,0,0
5690,15,7,L,W,1,0
5691,10,24,L,W,1,0
5692,4,35,L,L,1,0
5693,6,28,D,W,0,0
5694,11,22,D,D,0,0
5695,10,21,L,W,1,0
5696,15,6,L,W,1,0
5697,13,12,L,L,1,0
5698,7,32,L,D,1,0
5699,10,19,W,L,0,1
5700,11,17,W,L,0,1
5701,16,4,W,W,0,1
5702,12,19,D,D,0,0
5703,7,31,L,W,1,0
5704,10,22,L,D,1,0
5705,6,32,D,D,0,0
5706,17,3,D,W,0,0
5707,14,10,W,D,0,1
5708,8,25,D,L,0,0
5709,9,28,D,L,0,0
5710,11,19,W,L,0,1
5711,7,30,L,D,1,0
5712,5,31,D,L,0,0
5713,16,4,L,W,1,0
5714,11,17,D,W,0,0
5715,13,14,W,W,0,1
5716,7,28,L,W,1,0
5717,16,5,W,D,0,1
5718,12,19,L,D,1,0
5719,15,6,D,D,0,0
5720,13,11,D,D,0,0
5721,6,30,L,L,1,0
5722,14,10,W,D,0,1
5723,5,34,W,L,0,1
5724,8,27,L,L,1,0
5725,8,24,D,L,0,0
5726,18,2,W,W,0,1
5727,7,30,L,D,1,0
5728,16,4,W,L,0,1
5729,6,29,L,W,1,0
5730,8,25,L,L,1,0
5731,5,35,D,D,0,0
5732,9,22,W,L,0,1
5733,11,16,W,L,0,1
5734,10,22,D,L,0,0
5735,7,32,D,L,0,0
5736,7,30,L,L,1,0
5737,8,28,L,D,1,0
5738,3,35,L,L,1,0
5739,13,14,L,W,1,0
5740,7,28,L,L,1,0
5741,12,13,L,L,1,0
5742,11,20,L,D,1,0
5743,8,29,D,L,0,0
5744,10,23,L,L,1,0
5745,9,24,D,D,0,0
5746,13,7,W,D,0,1
5747,8,24,D,W,0,0
5748,11,17,L,L,1,0
5749,10,23,L,L,1,0
5750,10,21,L,L,1,0
5751,14,9,W,D,0,1
5752,16,6,W,L,0,1
5753,15,9,W,L,0,1
5754,16,5,W,W,0,1
5755,6,34,W,L,0,1
5756,9,26,W,L,0,1
5757,9,25,D,L,0,0
5758,15,4,W,W,0,1
5759,10,23,D,L,0,0
5760,10,20,W,L,0,1
5761,10,22,W,D,0,1
5762,11,18,L,L,1,0
5763,12,16,D,D,0,0
5764,6,31,W,L,0,1
5765,15,6,W,W,0,1
5766,13,13,D,W,0,0
5767,4,33,L,L,1,0
5768,11,21,L,D,1,0
5769,6,31,D,L,0,0
5770,9,28,W,D,0,1
5771,15,11,W,W,0,1
5772,10,23,L,D,1,0
5773,9,24,L,W,1,0
5774,17,3,W,D,0,1
5775,12,15,D,D,0,0
5776,12,16,W,W,0,1
5777,10,22,W,L,0,1
5778,10,23,L,W,1,0
5779,11,19,W,L,0,1
5780,6,33,D,L,0,0
5781,18,1,W,L,0,1
5782,7,32,L,D,1,0
5783,9,25,L,D,1,0
5784,8,27,W,L,0,1
5785,11,17,L,D,1,0
5786,8,26,W,L,0,1
5787,13,12,D,W,0,0
5788,14,6,L,W,1,0
5789,16,5,W,W,0,1
5790,5,34,L,L,1,0
5791,9,25,D,L,0,0
5792,12,16,D,D,0,0
5793,9,23,W,L,0,1
5794,7,31,L,D,1,0
5795,11,22,L,W,1,0
5796,13,13,W,W,0,1
5797,9,26,D,W,0,0
5798,6,32,L,D,1,0
5799,9,26,L,L,1,0
5800,13,10,D,L,0,0
5801,9,28,L,L,1,0
5802,18,3,D,D,0,0
5803,12,13,L,W,1,0
5804,9,25,D,L,0,0
5805,7,29,L,L,1,0
5806,7,29,L,L,1,0
5807,11,19,W,L,0,1
5808,6,29,L,L,1,0
5809,12,15,W,W,0,1
5810,10,21,L,L,1,0
5811,13,14,W,L,0,1
5812,13,16,W,D,0,1
5813,12,14,L,L,1,0
5814,15,8,W,D,0,1
5815,8,27,D,L,0,0
5816,13,14,W,W,0,1
5817,7,29,L,L,1,0
5818,11,17,W,W,0,1
5819,6,32,W,W,0,1
5820,11,19,D,L,0,0
5821,10,22,W,L,0,1
5822,19,4,L,W,1,0
5823,14,8,W,D,0,1
5824,13,10,W,W,0,1
5825,11,18,L,D,1,0
5826,12,18,L,W,1,0
5827,12,15,L,L,1,0
5828,9,27,D,D,0,0
5829,6,35,L,L,1,0
5830,8,28,D,L,0,0
5831,14,7,W,D,0,1
5832,12,15,L,D,1,0
5833,11,21,L,L,1,0
5834,2,34,L,D,1,0
5835,14,6,W,L,0,1
5836,14,11,W,L,0,1
5837,5,34,L,L,1,0
5838,12,19,L,D,1,0
5839,5,34,D,L,0,0
5840,6,30,L,L,1,0
5841,13,16,L,W,1,0
5842,12,15,W,D,0,1
5843,4,34,L,L,1,0
5844,14,11,W,W,0,1
5845,7,28,L,L,1,0
5846,6,32,L,L,1,0
5847,5,35,L,W,1,0
5848,4,33,L,L,1,0
5849,10,23,W,L,0,1
5850,13,15,W,W,0,1
5851,8,29,D,L,0,0
5852,6,30,W,D,0,1
5853,18,4,W,D,0,1
5854,14,12,W,L,0,1
5855,6,32,L,W,1,0
5856,7,29,L,L,1,0
5857,7,31,W,D,0,1
5858,12,15,W,L,0,1
5859,4,35,L,W,1,0
5860,1,36,L,L,1,0
5861,9,27,L,D,1,0
5862,11,19,L,L,1,0
5863,6,33,D,L,0,0
5864,9,25,L,D,1,0
5865,15,9,W,L,0,1
5866,13,10,W,L,0,1
5867,6,30,D,L,0,0
5868,15,7,L,L,1,0
5869,11,17,W,D,0,1
5870,12,13,W,L,0,1
5871,14,9,L,D,1,0
5872,10,20,W,L,0,1
5873,13,12,W,L,0,1
5874,12,16,L,L,1,0
5875,9,26,L,L,1,0
5876,7,26,W,L,0,1
5877,7,32,W,L,0,1
5878,14,9,L,W,1,0
5879,9,23,W,L,0,1
5880,4,33,L,D,1,0
5881,9,22,D,D,0,0
5882,8,26,L,L,1,0
5883,13,10,W,D,0,1
5884,15,7,W,D,0,1
5885,13,10,W,L,0,1
5886,8,28,W,L,0,1
5887,16,6,W,W,0,1
5888,9,23,L,D,1,0
5889,7,29,L,L,1,0
5890,13,10,L,W,1,0
5891,6,33,D,L,0,0
5892,11,22,D,D,0,0
5893,4,33,L,L,1,0
5894,14,10,L,W,1,0
5895,12,13,L,L,1,0
5896,5,32,L,L,1,0
5897,5,34,L,D,1,0
5898,11,21,L,W,1,0
5899,8,25,L,L,1,0
5900,6,30,L,L,1,0
5901,7,29,L,L,1,0
5902,11,18,D,L,0,0
5903,13,13,W,L,0,1
5904,10,22,W,L,0,1
5905,5,32,D,L,0,0
5906,18,5,L,L,1,0
5907,13,11,W,L,0,1
5908,10,25,L,L,1,0
5909,10,22,D,L,0,0
5910,7,28,L,D,1,0
5911,5,34,L,D,1,0
5912,10,21,W,D,0,1
5913,12,16,W,W,0,1
5914,12,18,W,D,0,1
5915,16,10,W,W,0,1
5916,10,21,D,W,0,0
5917,10,22,D,D,0,0
5918,13,12,W,D,0,1
5919,15,4,W,W,0,1
5920,9,24,L,L,1,0
5921,11,18,W,L,0,1
5922,6,28,W,L,0,1
5923,9,29,L,L,1,0
5924,5,31,L,L,1,0
5925,7,29,D,W,0,0
5926,12,16,L,W,1,0
5927,9,26,L,D,1,0
5928,9,24,D,L,0,0
5929,11,17,L,W,1,0
5930,10,22,D,L,0,0
5931,4,31,L,L,1,0
5932,10,22,L,D,1,0
5933,5,34,D,L,0,0
5934,12,20,D,W,0,0
5935,7,28,W,L,0,1
5936,10,22,L,D,1,0
5937,9,25,W,L,0,1
